Section Distance [km];Depth;Fluorescence;Estimated-Measured Fluorescence
251.44692;98.68670;0.00000;0.00001
251.44692;98.56240;0.00000;0.00001
251.44692;98.20840;0.00000;0.00001
251.44692;97.91230;0.00000;0.00000
251.47758;99.73490;0.00000;0.00000
251.47758;99.64930;0.00000;0.00001
251.47758;99.52360;0.00000;0.00001
251.47758;99.16120;0.00000;0.00001
251.47758;98.88490;0.00000;0.00001
251.50823;100.86730;0.00000;0.00001
251.50823;100.68450;0.00000;0.00001
251.50823;100.34070;0.00000;0.00001
251.50823;100.06980;0.00000;0.00001
251.50823;99.88850;0.00000;0.00000
251.53889;101.72180;0.00000;0.00000
251.53889;101.41690;0.00000;0.00001
251.53889;101.21570;0.00000;0.00001
251.53889;100.98590;0.00000;0.00001
251.53889;100.88860;0.00000;0.00001
251.56954;102.88020;0.00000;0.00001
251.56954;102.58170;0.00000;0.00001
251.56954;102.18550;0.00000;0.00001
251.56954;101.96140;0.00000;0.00001
251.56954;101.73970;0.00000;0.00001
251.60020;104.18730;0.00000;0.00001
251.60020;103.93290;0.00000;0.00001
251.60020;103.71320;0.00000;0.00001
251.60020;103.38040;0.00000;0.00001
251.60020;102.97760;0.00000;0.00001
251.63085;105.87430;0.00000;0.00002
251.63085;105.67560;0.00000;0.00002
251.63085;105.30900;0.00000;0.00002
251.63085;104.86460;0.00000;0.00001
251.63085;104.30650;0.00000;0.00001
251.66150;107.43390;0.00000;0.00001
251.66150;107.17040;0.00000;0.00001
251.66150;106.81780;0.00000;0.00001
251.66150;106.32190;0.00000;0.00001
251.66150;105.99010;0.00000;0.00002
251.69216;109.14180;0.00000;0.00001
251.69216;108.75410;0.00000;0.00001
251.69216;108.65610;0.00000;0.00001
251.69216;108.29220;0.00000;0.00001
251.69216;108.03400;0.00000;0.00001
251.69216;107.49480;0.00000;0.00001
251.72281;110.98920;0.00000;0.00003
251.72281;110.45160;0.00000;0.00002
251.72281;110.16230;0.00000;0.00001
251.72281;109.84300;0.00000;0.00000
251.72281;109.46810;0.00000;0.00000
251.75347;112.80560;0.00000;0.00000
251.75347;112.43540;0.00000;-0.00000
251.75347;112.10350;0.00000;-0.00001
251.75347;111.76690;0.00000;-0.00001
251.75347;111.48070;0.00000;0.00001
251.75347;111.11410;0.00000;0.00002
251.78412;114.22130;0.00000;0.00001
251.78412;113.87900;0.00000;0.00000
251.78412;113.65770;0.00000;0.00000
251.78412;113.31720;0.00000;0.00000
251.78412;113.17810;0.00000;0.00001
251.81478;115.63970;0.00000;0.00001
251.81478;115.47010;0.00000;0.00001
251.81478;115.19310;0.00000;0.00001
251.81478;114.77090;0.00000;0.00001
251.81478;114.34850;0.00000;0.00001
251.84543;119.35890;0.00000;0.00001
251.84543;118.61010;0.00000;0.00001
251.84543;118.10190;0.00000;0.00001
251.84543;117.69810;0.00000;0.00001
251.84543;116.96660;0.00000;0.00000
251.84543;116.22260;0.00000;0.00001
251.87609;125.72570;0.00000;0.00000
251.87609;124.73830;0.00000;0.00000
251.87609;123.72880;0.00000;0.00001
251.87609;122.61270;0.00000;0.00001
251.87609;122.03470;0.00000;0.00001
251.87609;121.12310;0.00000;0.00001
251.87609;120.19330;0.00000;0.00001
251.90674;133.33830;0.00000;0.00001
251.90674;132.36360;0.00000;-0.00000
251.90674;131.27760;0.00000;-0.00000
251.90674;129.96581;0.00000;-0.00000
251.90674;128.84109;0.00000;0.00000
251.90674;127.77810;0.00000;0.00001
251.90674;126.52580;0.00000;0.00001
251.93739;144.68280;0.00000;0.00001
251.93739;143.41710;0.00000;0.00001
251.93739;142.08800;0.00000;0.00002
251.93739;140.44730;0.00000;0.00001
251.93739;139.29289;0.00000;0.00001
251.93739;138.04610;0.00000;0.00001
251.93739;137.19780;0.00000;0.00001
251.93739;135.96770;0.00000;0.00001
251.93739;134.47220;0.00000;0.00001
251.96805;157.66580;0.00000;0.00000
251.96805;156.41660;0.00000;0.00000
251.96805;155.28380;0.00000;0.00001
251.96805;153.66119;0.00000;0.00001
251.96805;151.67970;0.00000;0.00002
251.96805;150.07100;0.00000;0.00001
251.96805;148.91930;0.00000;0.00002
251.96805;147.66389;0.00000;0.00002
251.96805;146.14439;0.00000;0.00002
251.99870;173.06850;0.00000;0.00001
251.99870;171.33780;0.00000;0.00001
251.99870;169.85820;0.00000;0.00001
251.99870;168.68710;0.00000;0.00000
251.99870;166.78149;0.00000;0.00000
251.99870;165.08000;0.00000;0.00000
251.99870;163.61650;0.00000;0.00000
251.99870;162.82310;0.00000;0.00000
251.99870;161.19130;0.00000;-0.00001
251.99870;159.38680;0.00000;-0.00000
252.02936;187.95850;0.00000;0.00002
252.02936;186.75800;0.00000;0.00001
252.02936;185.68230;0.00000;0.00001
252.02936;184.80840;0.00000;0.00001
252.02936;183.42081;0.00000;0.00003
252.02936;182.18781;0.00000;0.00004
252.02936;180.36771;0.00000;0.00004
252.02936;178.94859;0.00000;0.00004
252.02936;177.24150;0.00000;0.00004
252.02936;175.71980;0.00000;0.00003
252.02936;174.59711;0.00000;0.00002
252.06001;185.09050;0.00000;0.00001
252.06001;185.20670;0.00000;0.00001
252.06001;185.53850;0.00000;0.00001
252.06001;185.72310;0.00000;0.00001
252.06001;185.91100;0.00000;0.00001
252.06001;185.88420;0.00000;0.00001
252.06001;186.16611;0.00000;0.00001
252.06001;186.33070;0.00000;0.00001
252.06001;186.71049;0.00000;0.00001
252.06001;186.82249;0.00000;0.00001
252.06001;186.99741;0.00000;0.00001
252.06001;187.35220;0.00000;0.00001
252.06001;187.45370;0.00000;0.00001
252.09067;185.27361;0.00000;0.00001
252.09067;185.23489;0.00000;0.00001
252.09067;185.35159;0.00000;0.00001
252.09067;185.31551;0.00000;0.00001
252.09067;185.21930;0.00000;0.00001
252.09067;185.18919;0.00000;0.00001
252.09067;184.89940;0.00000;0.00001
252.09067;184.96449;0.00000;0.00001
252.09067;184.97270;0.00000;0.00001
252.09067;185.16890;0.00000;0.00001
252.09067;185.09390;0.00000;0.00001
252.09067;184.91640;0.00000;0.00001
252.09067;185.04460;0.00000;0.00001
252.12132;188.39250;0.00000;0.00001
252.12132;188.22740;0.00000;0.00001
252.12132;188.16589;0.00000;0.00001
252.12132;187.77950;0.00000;0.00001
252.12132;187.41840;0.00000;0.00001
252.12132;187.15540;0.00000;0.00001
252.12132;187.08360;0.00000;0.00001
252.12132;186.81219;0.00000;0.00000
252.12132;186.50340;0.00000;0.00000
252.12132;186.17439;0.00000;0.00000
252.12132;186.07520;0.00000;0.00000
252.12132;185.98680;0.00000;0.00000
252.12132;185.87340;0.00000;0.00000
252.12132;185.92870;0.00000;0.00000
252.12132;185.62289;0.00000;0.00000
252.15197;192.73370;0.00000;0.00002
252.15197;192.30780;0.00000;0.00002
252.15197;192.03470;0.00000;0.00002
252.15197;191.66940;0.00000;0.00002
252.15197;191.43750;0.00000;0.00002
252.15197;190.94820;0.00000;0.00001
252.15197;190.75720;0.00000;0.00001
252.15197;190.60620;0.00000;0.00001
252.15197;190.36140;0.00000;0.00002
252.15197;189.94000;0.00000;0.00002
252.15197;189.66341;0.00000;0.00002
252.15197;189.44650;0.00000;0.00002
252.15197;189.20720;0.00000;0.00001
252.15197;188.90210;0.00000;0.00001
252.15197;188.55560;0.00000;0.00001
252.18263;199.41640;0.00000;0.00022
252.18263;198.91879;0.00000;0.00006
252.18263;198.36169;0.00000;0.00004
252.18263;197.92349;0.00000;0.00003
252.18263;197.53180;0.00000;0.00002
252.18263;197.27251;0.00000;0.00002
252.18263;197.07561;0.00000;0.00002
252.18263;196.41299;0.00000;0.00002
252.18263;195.78130;0.00000;0.00002
252.18263;195.54190;0.00000;0.00002
252.18263;195.28180;0.00000;0.00002
252.18263;194.91440;0.00000;0.00001
252.18263;194.47110;0.00000;0.00001
252.18263;194.07210;0.00000;0.00001
252.18263;193.75819;0.00000;0.00001
252.18263;193.17770;0.00000;0.00001
252.18263;193.01730;0.00000;0.00001
252.21328;191.79379;0.00000;0.00001
252.21328;192.35429;0.00000;0.00001
252.21328;193.25490;0.00000;0.00001
252.21328;193.88710;0.00000;0.00000
252.21328;194.77390;0.00000;0.00000
252.21328;195.17010;0.00000;0.00001
252.21328;195.81070;0.00000;0.00002
252.21328;196.58521;0.00000;0.00002
252.21328;197.03450;0.00000;0.00003
252.21328;197.60750;0.00000;0.00003
252.21328;198.15199;0.00000;0.00004
252.21328;198.56090;0.00000;0.00006
252.21328;198.76041;0.00000;0.00007
252.21328;199.40179;0.00000;0.00022
252.24394;183.97090;0.00000;0.00001
252.24394;184.87711;0.00000;-0.00001
252.24394;185.85510;0.00000;-0.00001
252.24394;186.77870;0.00000;-0.00001
252.24394;187.55940;0.00000;-0.00001
252.24394;188.25850;0.00000;-0.00000
252.24394;189.17410;0.00000;0.00000
252.24394;189.85400;0.00000;0.00000
252.24394;190.91960;0.00000;0.00000
252.27459;178.18491;0.00000;0.00002
252.27459;178.90961;0.00000;0.00002
252.27459;179.73289;0.00000;0.00002
252.27459;180.43941;0.00000;0.00002
252.27459;181.37981;0.00000;0.00002
252.27459;182.29280;0.00000;0.00002
252.27459;183.36501;0.00000;0.00001
252.30525;172.85809;0.00000;0.00001
252.30525;173.44530;0.00000;0.00001
252.30525;174.22710;0.00000;0.00001
252.30525;175.07780;0.00000;0.00001
252.30525;175.94220;0.00000;0.00001
252.30525;176.43770;0.00000;0.00002
252.30525;177.18280;0.00000;0.00002
252.33590;169.23090;0.00000;0.00001
252.33590;169.75281;0.00000;0.00001
252.33590;170.49530;0.00000;0.00001
252.33590;170.97220;0.00000;0.00001
252.33590;171.64040;0.00000;0.00001
252.33590;172.09399;0.00000;0.00001
252.36655;166.00070;0.00000;0.00001
252.36655;166.65829;0.00000;0.00001
252.36655;167.16640;0.00000;0.00001
252.36655;167.63969;0.00000;0.00001
252.36655;168.20641;0.00000;0.00001
252.36655;168.68291;0.00000;0.00001
252.39721;163.70760;0.00000;0.00001
252.39721;164.32001;0.00000;0.00001
252.39721;164.84509;0.00000;0.00001
252.39721;165.30510;0.00000;0.00001
252.39721;165.59410;0.00000;0.00001
252.42786;161.53180;0.00000;0.00001
252.42786;161.89470;0.00000;0.00001
252.42786;162.27350;0.00000;0.00001
252.42786;162.59030;0.00000;0.00001
252.42786;163.10460;0.00000;0.00001
252.42786;163.43491;0.00000;0.00001
252.45852;160.03979;0.00000;0.00001
252.45852;160.41409;0.00000;0.00001
252.45852;160.47510;0.00000;0.00001
252.45852;160.72850;0.00000;0.00001
252.45852;161.18100;0.00000;0.00001
252.48917;158.38800;0.00000;0.00001
252.48917;158.86591;0.00000;0.00001
252.48917;159.08350;0.00000;0.00001
252.48917;159.25870;0.00000;0.00001
252.48917;159.68410;0.00000;0.00001
252.51983;156.20860;0.00000;0.00001
252.51983;156.59920;0.00000;0.00001
252.51983;156.86011;0.00000;0.00001
252.51983;157.16020;0.00000;0.00001
252.51983;157.56689;0.00000;0.00001
252.51983;157.94110;0.00000;0.00001
252.55048;153.66660;0.00000;0.00001
252.55048;154.16740;0.00000;0.00001
252.55048;154.62320;0.00000;0.00001
252.55048;155.05800;0.00000;0.00001
252.55048;155.64380;0.00000;0.00001
252.58113;151.64391;0.00000;0.00001
252.58113;152.07480;0.00000;0.00001
252.58113;152.54311;0.00000;0.00001
252.58113;153.15230;0.00000;0.00001
252.61179;148.18460;0.00000;0.00002
252.61179;148.89790;0.00000;0.00002
252.61179;149.65970;0.00000;0.00002
252.61179;150.42470;0.00000;0.00002
252.61179;151.16740;0.00000;0.00002
252.64244;144.51730;0.00000;0.00002
252.64244;145.25320;0.00000;0.00002
252.64244;145.82069;0.00000;0.00002
252.64244;146.62370;0.00000;0.00002
252.64244;147.38091;0.00000;0.00002
252.67310;140.46120;0.00000;0.00002
252.67310;141.25240;0.00000;0.00002
252.67310;141.91290;0.00000;0.00002
252.67310;142.77180;0.00000;0.00002
252.67310;143.57201;0.00000;0.00002
252.70375;136.22560;0.00000;0.00002
252.70375;137.10970;0.00000;0.00002
252.70375;138.00130;0.00000;0.00002
252.70375;138.81149;0.00000;0.00002
252.70375;139.61011;0.00000;0.00002
252.73441;131.91600;0.00000;0.00003
252.73441;132.78889;0.00000;0.00003
252.73441;133.75720;0.00000;0.00003
252.73441;134.68520;0.00000;0.00003
252.73441;135.48260;0.00000;0.00003
252.76506;127.87680;0.00000;0.00003
252.76506;128.65289;0.00000;0.00002
252.76506;129.33141;0.00000;0.00003
252.76506;130.23210;0.00000;0.00003
252.76506;131.17780;0.00000;0.00003
252.79571;123.65040;0.00000;0.00003
252.79571;124.46960;0.00000;0.00003
252.79571;125.28780;0.00000;0.00003
252.79571;126.19710;0.00000;0.00003
252.79571;127.04160;0.00000;0.00003
252.82637;119.41200;0.00000;0.00002
252.82637;120.30340;0.00000;0.00002
252.82637;120.86340;0.00000;0.00002
252.82637;121.68330;0.00000;0.00002
252.82637;122.49420;0.00000;0.00003
252.85702;114.96220;0.00000;0.00002
252.85702;115.87320;0.00000;0.00003
252.85702;116.65190;0.00000;0.00002
252.85702;117.47480;0.00000;0.00003
252.85702;118.46430;0.00000;0.00003
252.88768;110.71340;0.00000;0.00002
252.88768;111.55390;0.00000;0.00002
252.88768;112.22960;0.00000;0.00003
252.88768;113.16820;0.00000;0.00004
252.88768;114.16560;0.00000;0.00002
252.91833;107.39600;0.00000;0.00002
252.91833;108.33940;0.00000;0.00003
252.91833;108.98330;0.00000;0.00003
252.91833;109.90510;0.00000;0.00001
252.94899;103.39570;0.00000;0.00002
252.94899;104.05910;0.00000;0.00002
252.94899;104.82790;0.00000;0.00002
252.94899;105.73450;0.00000;0.00001
252.94899;106.52890;0.00000;0.00001
252.97964;100.07130;0.00000;0.00002
252.97964;100.50110;0.00000;0.00002
252.97964;101.39940;0.00000;0.00002
252.97964;102.09910;0.00000;0.00002
252.97964;102.95640;0.00000;0.00002
253.01029;96.83390;0.00000;0.00001
253.01029;97.50510;0.00000;0.00002
253.01029;98.24210;0.00000;0.00002
253.01029;99.04200;0.00000;0.00002
253.01029;99.53590;0.00000;0.00002
253.04095;94.41330;0.00000;0.00003
253.04095;95.22760;0.00000;0.00003
253.04095;95.78890;0.00000;0.00002
253.04095;96.36210;0.00000;0.00002
253.07160;90.99240;0.00000;0.00004
253.07160;91.95660;0.00000;0.00003
253.07160;92.50410;0.00000;0.00002
253.07160;92.83890;0.00000;0.00002
253.07160;93.38810;0.00000;0.00002
253.10226;88.23380;0.00000;0.00002
253.10226;88.87250;0.00000;0.00002
253.10226;89.34150;0.00000;0.00001
253.10226;89.83400;0.00000;0.00002
253.10226;90.20250;0.00000;0.00002
253.13291;85.09440;0.00000;0.00002
253.13291;85.83400;0.00000;0.00002
253.13291;86.42630;0.00000;0.00002
253.13291;86.84630;0.00000;0.00002
253.13291;87.56660;0.00000;0.00002
253.16357;82.11480;0.00000;0.00004
253.16357;82.83620;0.00000;0.00000
253.16357;83.49180;0.00000;0.00001
253.16357;83.89170;0.00000;0.00002
253.16357;84.35420;0.00000;0.00003
253.19422;79.82620;0.00000;0.00001
253.19422;80.49540;0.00000;-0.00004
253.19422;81.09180;0.00000;-0.00001
253.19422;81.53290;0.00000;0.00001
253.22487;77.10100;0.00000;0.00022
253.22487;77.60310;0.00000;0.00019
253.22487;78.08120;0.00000;0.00010
253.22487;78.70210;0.00000;0.00004
253.22487;79.32930;0.00000;0.00002
253.25553;74.95250;0.00000;0.00003
253.25553;75.22680;0.00000;0.00003
253.25553;75.52580;0.00000;0.00003
253.25553;75.97160;0.00000;0.00006
253.25553;76.55070;0.00000;0.00014
253.28618;72.73930;0.00000;0.00001
253.28618;73.15910;0.00000;0.00002
253.28618;73.71130;0.00000;0.00002
253.28618;74.12080;0.00000;0.00002
253.28618;74.46130;0.00000;0.00002
253.31684;71.56820;0.00000;0.00001
253.31684;71.93590;0.00000;0.00002
253.31684;72.34160;0.00000;0.00001
253.31684;72.49080;0.00000;0.00001
253.34749;70.02170;0.00000;0.00001
253.34749;70.46960;0.00000;0.00001
253.34749;70.86800;0.00000;0.00001
253.34749;71.12340;0.00000;0.00001
253.34749;71.16680;0.00000;0.00001
253.37815;68.63620;0.00000;0.00001
253.37815;69.00510;0.00000;0.00001
253.37815;69.28690;0.00000;0.00001
253.37815;69.52540;0.00000;0.00001
253.37815;69.70760;0.00000;0.00001
253.40880;67.62480;0.00000;0.00001
253.40880;67.97340;0.00000;0.00001
253.40880;68.18700;0.00000;0.00001
253.40880;68.52730;0.00000;0.00001
253.43945;66.46230;0.00000;-0.00000
253.43945;66.69040;0.00000;-0.00000
253.43945;66.94370;0.00000;0.00000
253.43945;67.23970;0.00000;0.00001
253.43945;67.34660;0.00000;0.00001
253.47011;65.19030;0.00000;-0.00000
253.47011;65.40810;0.00000;0.00000
253.47011;65.81870;0.00000;0.00002
253.47011;65.95860;0.00000;0.00001
253.47011;66.06150;0.00000;0.00001
253.50076;64.27950;0.00000;0.00000
253.50076;64.29730;0.00000;0.00000
253.50076;64.31570;0.00000;0.00000
253.50076;64.67670;0.00000;-0.00000
253.50076;65.02610;0.00000;-0.00001
253.53142;63.41210;0.00000;0.00001
253.53142;63.51240;0.00000;0.00001
253.53142;63.71760;0.00000;0.00001
253.53142;64.02600;0.00000;0.00001
253.53142;64.11200;0.00000;0.00001
253.56207;63.22660;0.00000;0.00000
253.56207;63.34430;0.00000;0.00001
253.56207;63.38480;0.00000;0.00001
253.56207;63.52750;0.00000;0.00001
253.59273;62.73680;0.00000;-0.00000
253.59273;62.82740;0.00000;-0.00000
253.59273;62.95340;0.00000;0.00000
253.59273;62.92900;0.00000;0.00000
253.59273;63.10170;0.00000;0.00000
253.62338;62.42540;0.00000;-0.00000
253.62338;62.39140;0.00000;-0.00000
253.62338;62.35650;0.00000;-0.00000
253.62338;62.51590;0.00000;-0.00000
253.62338;62.66600;0.00000;-0.00000
253.65403;61.97900;0.00000;0.00000
253.65403;62.13480;0.00000;0.00000
253.65403;62.13610;0.00000;0.00000
253.65403;62.18030;0.00000;0.00000
253.65403;62.30810;0.00000;0.00000
253.68469;61.46610;0.00000;0.00001
253.68469;61.64170;0.00000;0.00001
253.68469;61.74350;0.00000;0.00001
253.68469;61.82810;0.00000;0.00000
253.68469;61.94060;0.00000;0.00000
253.71534;60.84540;0.00000;0.00001
253.71534;60.89630;0.00000;0.00001
253.71534;61.06770;0.00000;0.00001
253.71534;61.06680;0.00000;0.00001
253.71534;61.34280;0.00000;0.00001
253.74600;60.28630;0.00000;0.00001
253.74600;60.42880;0.00000;0.00001
253.74600;60.32520;0.00000;0.00001
253.74600;60.40180;0.00000;0.00001
253.74600;60.50710;0.00000;0.00001
253.77665;59.37380;0.00000;0.00001
253.77665;59.72230;0.00000;0.00000
253.77665;59.87780;0.00000;0.00001
253.77665;59.90860;0.00000;0.00001
253.77665;60.09440;0.00000;0.00001
253.80731;58.63540;0.00000;0.00001
253.80731;58.78370;0.00000;0.00001
253.80731;59.03950;0.00000;0.00001
253.80731;59.32970;0.00000;0.00001
253.80731;59.30510;0.00000;0.00001
253.83796;57.93140;0.00000;0.00001
253.83796;57.92920;0.00000;0.00001
253.83796;58.28680;0.00000;0.00001
253.83796;58.56870;0.00000;0.00001
253.86861;56.85490;0.00000;0.00001
253.86861;57.08320;0.00000;0.00001
253.86861;57.22490;0.00000;0.00001
253.86861;57.42540;0.00000;0.00001
253.86861;57.82360;0.00000;0.00001
253.89927;55.90300;0.00000;0.00001
253.89927;56.19920;0.00000;0.00001
253.89927;56.38280;0.00000;0.00001
253.89927;56.54240;0.00000;0.00001
253.89927;56.71400;0.00000;0.00001
253.92992;55.01630;0.00000;0.00001
253.92992;55.29390;0.00000;0.00001
253.92992;55.47110;0.00000;0.00001
253.92992;55.55390;0.00000;0.00001
253.92992;55.68760;0.00000;0.00001
253.96058;54.52710;0.00000;0.00001
253.96058;54.55920;0.00000;0.00001
253.96058;54.61300;0.00000;0.00001
253.96058;54.77470;0.00000;0.00001
253.99123;53.69930;0.00000;0.00001
253.99123;53.68370;0.00000;0.00001
253.99123;53.88970;0.00000;0.00001
253.99123;54.06320;0.00000;0.00001
253.99123;54.35600;0.00000;0.00001
254.02189;52.74210;0.00000;0.00001
254.02189;52.70040;0.00000;0.00001
254.02189;52.81070;0.00000;0.00001
254.02189;53.09960;0.00000;0.00001
254.02189;53.41710;0.00000;0.00001
254.05254;51.80480;0.00000;0.00001
254.05254;51.88770;0.00000;0.00001
254.05254;52.19510;0.00000;0.00001
254.05254;52.49970;0.00000;0.00001
254.05254;52.71530;0.00000;0.00001
254.08319;50.97170;0.00000;0.00001
254.08319;51.24780;0.00000;0.00001
254.08319;51.54590;0.00000;0.00001
254.08319;51.75840;0.00000;0.00001
254.11385;50.20370;0.00000;0.00001
254.11385;50.38460;0.00000;0.00001
254.11385;50.66180;0.00000;0.00001
254.11385;50.77430;0.00000;0.00001
254.11385;50.81360;0.00000;0.00001
254.14450;49.11710;0.00000;0.00002
254.14450;49.41830;0.00000;0.00001
254.14450;49.55510;0.00000;0.00001
254.14450;49.58440;0.00000;0.00001
254.14450;49.79650;0.00000;0.00001
254.17516;48.16260;0.00000;0.00002
254.17516;48.29500;0.00000;0.00003
254.17516;48.45940;0.00000;0.00003
254.17516;48.67180;0.00000;0.00003
254.17516;48.80050;0.00000;0.00003
254.20581;47.56260;0.00000;0.00001
254.20581;47.70250;0.00000;0.00001
254.20581;47.90680;0.00000;0.00002
254.20581;48.06600;0.00000;0.00002
254.23646;46.63230;0.00000;0.00001
254.23646;46.74950;0.00000;0.00001
254.23646;46.90840;0.00000;0.00000
254.23646;47.06310;0.00000;-0.00000
254.23646;47.37700;0.00000;0.00000
254.26712;45.82120;0.00000;0.00001
254.26712;46.10620;0.00000;0.00001
254.26712;46.35470;0.00000;0.00001
254.26712;46.29250;0.00000;0.00001
254.26712;46.49450;0.00000;0.00001
254.29777;45.29590;0.00000;0.00000
254.29777;45.38310;0.00000;0.00000
254.29777;45.44550;0.00000;0.00000
254.29777;45.62490;0.00000;0.00001
254.32843;44.75350;0.00000;0.00000
254.32843;44.95650;0.00000;0.00000
254.32843;45.24480;0.00000;0.00000
254.32843;45.34890;0.00000;0.00000
254.32843;45.33910;0.00000;0.00000
254.35908;44.07700;0.00000;0.00003
254.35908;44.04780;0.00000;0.00003
254.35908;44.33890;0.00000;0.00002
254.35908;44.43400;0.00000;0.00002
254.35908;44.52620;0.00000;0.00001
254.38974;42.98880;0.00000;0.00002
254.38974;43.38320;0.00000;0.00004
254.38974;43.59890;0.00000;0.00004
254.38974;43.88950;0.00000;0.00003
254.42039;42.36980;0.00000;0.00000
254.42039;42.56610;0.00000;-0.00000
254.42039;42.64060;0.00000;0.00000
254.42039;42.73250;0.00000;0.00001
254.42039;42.79460;0.00000;0.00001
254.45104;41.63000;0.00000;0.00001
254.45104;41.80390;0.00000;0.00001
254.45104;41.94780;0.00000;0.00000
254.45104;42.05260;0.00000;0.00000
254.45104;42.20670;0.00000;0.00000
254.48170;41.13710;0.00000;0.00001
254.48170;41.24910;0.00000;0.00001
254.48170;41.35070;0.00000;0.00001
254.48170;41.56650;0.00000;0.00001
254.51235;40.29260;0.00000;0.00003
254.51235;40.74680;0.00000;0.00002
254.51235;40.91620;0.00000;0.00002
254.51235;41.05250;0.00000;0.00001
254.51235;41.11430;0.00000;0.00001
254.54301;39.60590;0.00000;0.00001
254.54301;39.81140;0.00000;0.00002
254.54301;39.97140;0.00000;0.00002
254.54301;40.08580;0.00000;0.00002
254.57366;38.56150;0.00000;0.00000
254.57366;38.79990;0.00000;-0.00000
254.57366;39.01860;0.00000;0.00000
254.57366;39.18000;0.00000;0.00000
254.57366;39.39330;0.00000;0.00001
254.60432;37.78880;0.00000;0.00002
254.60432;37.90750;0.00000;0.00002
254.60432;37.90600;0.00000;0.00002
254.60432;38.07490;0.00000;0.00002
254.60432;38.23580;0.00000;0.00001
254.63497;36.80760;0.00000;0.00001
254.63497;37.05800;0.00000;0.00002
254.63497;37.34790;0.00000;0.00002
254.63497;37.72850;0.00000;0.00002
254.66562;36.42350;0.00000;0.00000
254.66562;36.48750;0.00000;0.00001
254.66562;36.51030;0.00000;0.00001
254.66562;36.60790;0.00000;0.00001
254.66562;36.76990;0.00000;0.00001
254.69628;35.63890;0.00000;0.00001
254.69628;35.97410;0.00000;0.00000
254.69628;36.18920;0.00000;0.00000
254.69628;36.36350;0.00000;0.00000
254.69628;36.42720;0.00000;0.00000
254.72693;35.83610;0.00000;0.00001
254.72693;35.89400;0.00000;0.00001
254.72693;35.97660;0.00000;0.00000
254.72693;35.93630;0.00000;0.00000
254.72693;35.70150;0.00000;0.00001
254.75759;35.13320;0.00000;0.00000
254.75759;35.24340;0.00000;0.00000
254.75759;35.29010;0.00000;0.00000
254.75759;35.52820;0.00000;0.00001
254.75759;35.54920;0.00000;0.00001
254.78824;34.79480;0.00000;0.00000
254.78824;34.93870;0.00000;0.00000
254.78824;35.12660;0.00000;0.00000
254.78824;35.08680;0.00000;0.00000
254.81889;34.29660;0.00000;0.00001
254.81889;34.41890;0.00000;0.00001
254.81889;34.56210;0.00000;0.00001
254.81889;34.81360;0.00000;0.00000
254.81889;34.87500;0.00000;0.00000
254.84955;33.52580;0.00000;0.00001
254.84955;33.73360;0.00000;0.00001
254.84955;33.89830;0.00000;0.00001
254.84955;34.07630;0.00000;0.00001
254.84955;34.22260;0.00000;0.00001
254.88020;32.91710;0.00000;0.00001
254.88020;33.16630;0.00000;0.00001
254.88020;33.40100;0.00000;0.00001
254.88020;33.43460;0.00000;0.00001
254.91086;32.30140;0.00000;0.00001
254.91086;32.38380;0.00000;0.00001
254.91086;32.45580;0.00000;0.00001
254.91086;32.61600;0.00000;0.00001
254.91086;32.75600;0.00000;0.00001
254.94151;31.85690;0.00000;0.00001
254.94151;32.01880;0.00000;0.00001
254.94151;32.00670;0.00000;0.00001
254.94151;31.94470;0.00000;0.00001
254.94151;32.07400;0.00000;0.00001
254.97217;31.00840;0.00000;0.00001
254.97217;31.09640;0.00000;0.00001
254.97217;31.26920;0.00000;0.00001
254.97217;31.61780;0.00000;0.00001
254.97217;31.71610;0.00000;0.00001
255.00282;30.32740;0.00000;0.00001
255.00282;30.46460;0.00000;0.00001
255.00282;30.72420;0.00000;0.00001
255.00282;30.81350;0.00000;0.00001
255.03347;29.81060;0.00000;0.00001
255.03347;29.95730;0.00000;0.00001
255.03347;30.22140;0.00000;0.00001
255.03347;30.23010;0.00000;0.00001
255.03347;30.31530;0.00000;0.00001
255.06413;28.99170;0.00000;0.00000
255.06413;29.24000;0.00000;0.00000
255.06413;29.56470;0.00000;0.00001
255.06413;29.59870;0.00000;0.00001
255.06413;29.58190;0.00000;0.00001
255.09478;28.44330;0.00000;-0.00000
255.09478;28.65860;0.00000;-0.00000
255.09478;28.93320;0.00000;0.00000
255.09478;28.89250;0.00000;0.00000
255.12544;27.30550;0.00000;0.00000
255.12544;27.49780;0.00000;0.00000
255.12544;27.66790;0.00000;0.00000
255.12544;27.85530;0.00000;0.00000
255.12544;28.12580;0.00000;0.00000
255.15609;26.76870;0.00000;0.00001
255.15609;26.82760;0.00000;0.00001
255.15609;26.91080;0.00000;0.00001
255.15609;26.87930;0.00000;0.00001
255.15609;27.10110;0.00000;0.00001
255.18675;26.01080;0.00000;0.00001
255.18675;26.22370;0.00000;0.00001
255.18675;26.45600;0.00000;0.00001
255.18675;26.59530;0.00000;0.00001
255.21740;25.50840;0.00000;0.00000
255.21740;25.59190;0.00000;0.00001
255.21740;25.65370;0.00000;0.00001
255.21740;25.77540;0.00000;0.00001
255.21740;25.96420;0.00000;0.00001
255.24805;24.99800;0.00000;0.00001
255.24805;25.11090;0.00000;0.00001
255.24805;25.24110;0.00000;0.00000
