Section Distance [km];Depth;Fluorescence;Estimated-Measured Fluorescence
45.47872;65.90200;0.11770;0.00320
45.47872;66.04940;0.12080;0.00158
45.47872;66.10270;0.12230;0.00062
45.47872;66.19590;0.12660;-0.00274
45.47872;66.41300;0.12360;0.00244
45.51275;65.01810;0.12070;-0.00125
45.51275;65.10030;0.12010;-0.00063
45.51275;65.24930;0.11990;-0.00040
45.51275;65.35960;0.12190;-0.00238
45.51275;65.56140;0.11600;0.00356
45.51275;65.79050;0.11960;0.00015
45.54678;64.29660;0.11930;-0.00225
45.54678;64.55940;0.12190;-0.00398
45.54678;64.80090;0.11550;0.00321
45.54678;64.83370;0.11970;-0.00088
45.54678;64.89740;0.11660;0.00243
45.58081;63.34320;0.11910;-0.00188
45.58081;63.52410;0.11340;0.00366
45.58081;63.81570;0.11620;0.00080
45.58081;64.09540;0.11730;-0.00035
45.58081;64.12330;0.11250;0.00444
45.58081;64.09080;0.11900;-0.00205
45.61483;62.63300;0.11620;0.00066
45.61483;62.76920;0.12270;-0.00498
45.61483;62.94830;0.11660;0.00094
45.61483;63.16430;0.12260;-0.00527
45.61483;63.31120;0.11440;0.00279
45.61483;63.44120;0.11340;0.00366
45.64886;61.59710;0.11080;0.00137
45.64886;61.84050;0.11640;-0.00397
45.64886;62.14900;0.11480;-0.00125
45.64886;62.29390;0.10900;0.00553
45.64886;62.36180;0.11630;-0.00131
45.68289;60.58880;0.11120;0.00007
45.68289;60.79080;0.10950;0.00193
45.68289;60.87870;0.11510;-0.00360
45.68289;61.21620;0.11000;0.00176
45.68289;61.48760;0.11080;0.00123
45.68289;61.57690;0.11370;-0.00158
45.71692;59.67710;0.11380;-0.00159
45.71692;59.72540;0.11310;-0.00072
45.71692;59.74790;0.11050;0.00197
45.71692;60.05000;0.10960;0.00241
45.71692;60.37380;0.11150;-0.00006
45.71692;60.58790;0.11340;-0.00215
45.75095;58.62120;0.10960;-0.00086
45.75095;58.75100;0.11020;-0.00111
45.75095;59.05610;0.11000;-0.00005
45.75095;59.32500;0.11090;0.00001
45.75095;59.56820;0.11340;-0.00162
45.78498;57.57380;0.10650;-0.00097
45.78498;57.65240;0.10470;0.00108
45.78498;57.76070;0.11050;-0.00437
45.78498;57.94040;0.10710;-0.00040
45.78498;58.24250;0.10570;0.00196
45.78498;58.46170;0.11410;-0.00582
45.81901;56.76410;0.10640;-0.00358
45.81901;56.77040;0.10770;-0.00489
45.81901;56.80260;0.10310;-0.00021
45.81901;56.95600;0.10060;0.00282
45.81901;57.24970;0.10630;-0.00188
45.81901;57.52160;0.10390;0.00144
45.85303;56.14130;0.10170;0.00227
45.85303;56.12580;0.10620;-0.00220
45.85303;56.33550;0.10550;-0.00189
45.85303;56.55840;0.09960;0.00359
45.85303;56.69610;0.10210;0.00083
45.88706;55.38870;0.10290;0.00210
45.88706;55.35420;0.10540;-0.00036
45.88706;55.28680;0.10820;-0.00307
45.88706;55.65740;0.10390;0.00074
45.88706;56.02200;0.10080;0.00335
45.88706;56.26180;0.10120;0.00252
45.92109;54.29360;0.10450;-0.00359
45.92109;54.25670;0.09950;0.00133
45.92109;54.45020;0.10260;-0.00136
45.92109;54.79940;0.10080;0.00192
45.92109;55.17050;0.10280;0.00174
45.95512;52.80050;0.09750;0.00323
45.95512;53.11120;0.09910;0.00103
45.95512;53.45250;0.09630;0.00365
45.95512;53.64510;0.09990;-0.00005
45.95512;53.94480;0.10150;-0.00141
45.95512;54.23800;0.10170;-0.00098
45.98915;51.08020;0.09480;0.00250
45.98915;51.28830;0.09780;-0.00007
45.98915;51.70620;0.10060;-0.00160
45.98915;52.12260;0.10420;-0.00321
45.98915;52.29740;0.10520;-0.00337
45.98915;52.47260;0.10150;-0.00004
46.02318;49.64090;0.09300;0.00268
46.02318;49.98190;0.09840;-0.00207
46.02318;50.16590;0.09840;-0.00188
46.02318;50.48650;0.09750;-0.00087
46.02318;50.71780;0.09380;0.00290
46.02318;50.95460;0.09970;-0.00268
46.05720;49.08550;0.09320;0.00186
46.05720;49.29000;0.09420;0.00086
46.05720;49.49370;0.09650;-0.00111
46.05720;49.47570;0.09480;0.00056
46.05720;49.55800;0.09460;0.00092
46.09123;48.85600;0.09570;-0.00064
46.09123;48.79290;0.09710;-0.00203
46.09123;48.83000;0.09500;0.00006
46.09123;48.95710;0.09170;0.00336
46.09123;48.99300;0.09200;0.00306
46.09123;48.99170;0.09400;0.00106
46.12526;48.86090;0.09620;-0.00113
46.12526;48.86660;0.09990;-0.00484
46.12526;48.70380;0.09350;0.00157
46.12526;48.59590;0.09290;0.00218
46.12526;48.63710;0.09090;0.00418
46.12526;48.83100;0.09720;-0.00213
46.15929;48.50400;0.09840;-0.00337
46.15929;48.59750;0.09370;0.00139
46.15929;48.55740;0.09690;-0.00182
46.15929;48.52140;0.09900;-0.00395
46.15929;48.64360;0.09530;-0.00021
46.15929;48.72500;0.09440;0.00068
46.19332;48.09770;0.09640;-0.00172
46.19332;48.11480;0.09460;0.00009
46.19332;47.95960;0.09470;-0.00014
46.19332;47.89610;0.09470;-0.00020
46.19332;48.11060;0.09360;0.00109
46.22735;47.25370;0.09870;-0.00458
46.22735;47.23550;0.09240;0.00171
46.22735;47.08470;0.09390;0.00013
46.22735;47.15870;0.09460;-0.00053
46.22735;47.38960;0.09290;0.00130
46.22735;47.89740;0.09140;0.00311
46.26138;45.87300;0.09600;-0.00387
46.26138;46.33310;0.09620;-0.00294
46.26138;46.47590;0.09090;0.00251
46.26138;46.36050;0.09170;0.00159
46.26138;46.54110;0.09000;0.00347
46.26138;46.92990;0.09330;0.00055
46.29540;44.72950;0.08800;0.00236
46.29540;44.96960;0.08900;0.00183
46.29540;45.34210;0.09110;0.00005
46.29540;45.52190;0.09450;-0.00319
46.29540;45.60470;0.08920;0.00223
46.32943;43.04280;0.08020;0.00307
46.32943;43.41890;0.08250;0.00145
46.32943;43.87410;0.08450;0.00224
46.32943;44.20840;0.08760;0.00084
46.32943;44.35650;0.08980;-0.00082
46.32943;44.41520;0.08750;0.00169
46.36346;41.27680;0.08070;0.00132
46.36346;41.77180;0.08180;0.00092
46.36346;42.30370;0.08270;0.00034
46.36346;42.74440;0.08290;0.00032
46.36346;42.84230;0.08410;-0.00086
46.36346;43.00120;0.08440;-0.00113
46.39749;40.23570;0.07270;0.00518
46.39749;40.58420;0.07790;0.00143
46.39749;41.06780;0.08410;-0.00236
46.39749;41.35500;0.08070;0.00145
46.39749;41.28170;0.08440;-0.00236
46.43152;39.22590;0.08080;-0.00194
46.43152;39.51310;0.07970;-0.00070
46.43152;39.82900;0.07740;0.00115
46.43152;39.90550;0.07670;0.00173
46.43152;39.81590;0.08070;-0.00213
46.43152;40.05750;0.07650;0.00170
46.46555;38.60500;0.08080;-0.00232
46.46555;38.90550;0.07680;0.00189
46.46555;39.15420;0.08270;-0.00388
46.46555;39.17850;0.07720;0.00163
46.46555;39.01730;0.07600;0.00275
46.46555;38.95930;0.07820;0.00051
46.49957;38.32960;0.08030;-0.00206
46.49957;38.43890;0.07610;0.00223
46.49957;38.59810;0.07830;0.00016
46.49957;38.57310;0.07680;0.00164
46.49957;38.49270;0.07600;0.00238
46.53360;37.28200;0.08070;-0.00134
46.53360;37.79310;0.07650;0.00187
46.53360;37.93250;0.07650;0.00159
46.53360;38.01070;0.07690;0.00109
46.53360;38.13390;0.07610;0.00198
46.53360;38.26530;0.07210;0.00609
46.56763;35.63410;0.07950;0.00097
46.56763;36.07670;0.07480;0.00399
46.56763;36.29400;0.07590;0.00187
46.56763;36.60750;0.07670;0.00081
46.56763;36.73680;0.07930;-0.00138
46.56763;36.92250;0.07830;0.00021
46.60166;34.10580;0.07590;0.00170
46.60166;34.13190;0.08030;-0.00266
46.60166;34.27210;0.07470;0.00294
46.60166;34.52420;0.07590;0.00174
46.60166;34.90230;0.07480;0.00284
46.60166;35.29620;0.07880;0.00038
46.63569;32.59150;0.07800;-0.00160
46.63569;32.65290;0.07710;-0.00073
46.63569;32.74290;0.07410;0.00222
46.63569;33.13940;0.07570;0.00040
46.63569;33.68270;0.07320;0.00353
46.66972;31.69290;0.07590;-0.00085
46.66972;31.75390;0.07290;0.00257
46.66972;31.64640;0.07620;-0.00147
46.66972;31.75020;0.08050;-0.00506
46.66972;32.00830;0.09000;-0.01419
46.66972;32.39180;0.07240;0.00383
46.70375;31.36100;0.07170;0.00111
46.70375;31.36480;0.07240;0.00043
46.70375;31.38520;0.07400;-0.00103
46.70375;31.41510;0.07310;0.00007
46.70375;31.56850;0.08100;-0.00679
46.73777;31.68590;0.07640;-0.00141
46.73777;31.65710;0.07800;-0.00320
46.73777;31.69040;0.08060;-0.00558
46.73777;31.69010;0.07320;0.00182
46.73777;31.74150;0.07930;-0.00394
46.73777;31.68020;0.07670;-0.00175
46.77180;31.72110;0.06620;0.00901
46.77180;31.53010;0.07630;-0.00233
46.77180;31.55060;0.07290;0.00120
46.77180;31.70580;0.07400;0.00111
46.77180;31.85210;0.07300;0.00260
46.77180;31.76170;0.07840;-0.00292
46.80583;30.56530;0.06800;0.00295
46.80583;30.66480;0.06960;0.00121
46.80583;30.64990;0.06750;0.00333
46.80583;30.75120;0.07220;-0.00151
46.80583;31.05660;0.07040;0.00053
46.80583;31.58530;0.07360;0.00073
46.83986;29.45210;0.07530;-0.00377
46.83986;29.40170;0.06900;0.00253
46.83986;29.25600;0.06730;0.00412
46.83986;29.63250;0.07050;0.00103
46.83986;30.17010;0.06980;0.00173
46.87389;28.10800;0.06720;0.00307
46.87389;28.09700;0.07060;-0.00035
46.87389;28.06700;0.07040;-0.00018
46.87389;28.18160;0.06900;0.00135
46.87389;28.66950;0.06950;0.00139
46.87389;29.12560;0.06820;0.00313
46.90792;27.61150;0.07250;-0.00260
46.90792;27.53360;0.07000;-0.00009
46.90792;27.37650;0.06670;0.00322
46.90792;27.51370;0.06800;0.00191
46.90792;27.88800;0.06860;0.00144
46.94195;27.12600;0.06950;0.00046
46.94195;27.09110;0.06820;0.00176
46.94195;27.00360;0.06870;0.00127
46.94195;26.94200;0.06830;0.00167
46.94195;27.10490;0.07140;-0.00144
46.94195;27.37070;0.07080;-0.00086
46.97597;26.40540;0.06640;0.00319
46.97597;26.51220;0.06860;0.00107
46.97597;26.61920;0.07030;-0.00055
46.97597;26.64120;0.06680;0.00296
46.97597;26.68120;0.06840;0.00139
46.97597;26.97430;0.06980;0.00019
47.01000;25.84520;0.07210;-0.00195
47.01000;25.99740;0.06820;0.00153
47.01000;25.99340;0.07120;-0.00146
47.01000;26.12880;0.06830;0.00110
47.01000;26.23800;0.06900;0.00048
47.04403;25.08890;0.07220;-0.00034
47.04403;25.19740;0.06820;0.00354
47.04403;25.31540;0.07150;0.00008
47.04403;25.31210;0.06810;0.00349
47.04403;25.38570;0.06830;0.00309
47.04403;25.59990;0.06730;0.00351
47.07806;23.90400;0.07240;-0.00126
47.07806;24.33020;0.06690;0.00529
47.07806;24.51730;0.07500;-0.00254
47.07806;24.40410;0.08740;-0.01503
47.07806;24.33070;0.06850;0.00369
47.07806;24.72400;0.07020;0.00203
47.11209;23.26010;0.07050;0.00076
47.11209;23.68660;0.07590;-0.00532
47.11209;23.72000;0.07180;-0.00114
47.11209;23.58230;0.06690;0.00363
47.11209;23.61210;0.06880;0.00166
47.14612;22.39330;0.07210;-0.00019
47.14612;22.76240;0.07300;-0.00067
47.14612;22.92880;0.07140;0.00061
47.14612;22.98410;0.06620;0.00568
47.14612;22.92850;0.07240;-0.00039
47.14612;22.93760;0.06800;0.00399
47.18014;21.72200;0.06900;0.00179
47.18014;22.04720;0.06720;0.00430
47.18014;22.32860;0.06660;0.00523
47.18014;22.32430;0.09130;-0.01947
47.18014;22.22610;0.07300;-0.00129
47.21417;20.59010;0.06580;0.00363
47.21417;20.95630;0.07470;-0.00565
47.21417;21.27240;0.06710;0.00240
47.21417;21.45610;0.06710;0.00292
47.21417;21.49810;0.07170;-0.00156
47.21417;21.50990;0.06960;0.00057
47.24820;19.68570;0.07020;-0.00114
47.24820;20.11220;0.07360;-0.00393
47.24820;20.48520;0.06780;0.00171
47.24820;20.58780;0.06600;0.00340
47.24820;20.46400;0.06990;-0.00037
47.24820;20.38630;0.06910;0.00051
47.28223;19.37120;0.06990;-0.00127
47.28223;19.71300;0.06720;0.00189
47.28223;19.79090;0.07500;-0.00580
47.28223;19.70870;0.06740;0.00169
47.28223;19.60320;0.06860;0.00034
47.31626;18.73720;0.06620;0.00242
47.31626;18.88440;0.06470;0.00391
47.31626;18.97750;0.06570;0.00291
47.31626;18.91200;0.07050;-0.00189
47.31626;18.97470;0.06510;0.00351
47.31626;19.19420;0.06800;0.00059
47.35029;18.31150;0.06640;0.00237
47.35029;18.23960;0.07130;-0.00248
47.35029;18.08820;0.06720;0.00173
47.35029;18.04560;0.06530;0.00366
47.35029;18.24430;0.07240;-0.00358
47.38432;17.17290;0.06830;0.00148
47.38432;17.07290;0.06720;0.00269
47.38432;17.01490;0.06750;0.00246
47.38432;17.10680;0.07120;-0.00135
47.38432;17.40280;0.06850;0.00102
47.38432;17.79480;0.06790;0.00128
47.41834;15.80070;0.06830;-0.00047
47.41834;15.80330;0.07050;-0.00266
47.41834;15.95130;0.06770;0.00058
47.41834;16.13670;0.07150;-0.00267
47.41834;16.54860;0.06930;0.00076
47.41834;16.98430;0.06650;0.00350
47.45237;14.59750;0.06680;-0.00044
47.45237;14.74420;0.06400;0.00216
47.45237;15.19010;0.06480;0.00191
47.45237;15.61780;0.06440;0.00303
47.45237;15.68380;0.06740;0.00014
47.48640;13.50790;0.06830;-0.00172
47.48640;13.65750;0.06410;0.00278
47.48640;13.85560;0.07060;-0.00331
47.48640;14.23440;0.06590;0.00094
47.48640;14.47500;0.06570;0.00081
47.48640;14.47860;0.06330;0.00321
47.52043;12.56460;0.06290;0.00332
47.52043;12.79100;0.06460;0.00109
47.52043;12.90080;0.06790;-0.00247
47.52043;13.05110;0.06430;0.00133
47.52043;13.26590;0.06490;0.00116
47.52043;13.47150;0.06500;0.00148
47.55446;11.60930;0.06910;-0.00177
47.55446;11.68220;0.06960;-0.00221
47.55446;12.03560;0.06630;0.00115
47.55446;12.23750;0.06600;0.00097
47.55446;12.33470;0.06930;-0.00256
47.58849;10.09230;0.07060;-0.00532
47.58849;10.34150;0.06400;0.00171
47.58849;10.61090;0.06710;-0.00093
47.58849;10.98290;0.06350;0.00332
47.58849;11.22560;0.06900;-0.00199
47.58849;11.42920;0.06570;0.00148
47.62252;8.33860;0.06070;0.00300
47.62252;8.77880;0.06340;0.00049
47.62252;9.06830;0.06490;-0.00082
47.62252;9.36350;0.06340;0.00101
47.62252;9.67330;0.06110;0.00365
47.62252;9.93170;0.06320;0.00183
47.65654;5.95540;0.06130;0.00135
47.65654;6.25340;0.06600;-0.00325
47.65654;6.55590;0.06200;0.00084
47.65654;7.13160;0.06200;0.00108
47.65654;7.71930;0.06290;0.00050
47.65654;8.02900;0.06330;0.00026
47.69057;4.84560;0.06200;-0.00196
47.69057;4.54930;0.05640;0.00405
47.69057;4.37030;0.05850;0.00276
47.69057;4.86540;0.05930;0.00079
47.69057;5.44840;0.06260;-0.00097
47.72460;5.15080;0.06380;-0.00294
47.72460;5.01880;0.05890;0.00162
47.72460;4.71610;0.05880;0.00092
47.72460;4.66650;0.05640;0.00355
47.72460;4.85570;0.07210;-0.01201
47.72460;4.93440;0.05850;0.00180
47.75863;6.48740;0.06120;0.00162
47.75863;5.73150;0.06270;-0.00031
47.75863;5.21820;0.06060;0.00045
47.75863;5.06170;0.05950;0.00115
47.75863;5.04410;0.05940;0.00120
47.79266;9.80670;0.06630;-0.00144
47.79266;9.19780;0.06410;0.00011
47.79266;8.46240;0.06770;-0.00394
47.79266;7.68420;0.06370;-0.00030
47.79266;6.93110;0.06600;-0.00302
47.79266;6.76870;0.06130;0.00161
47.82669;14.71740;0.06990;-0.00385
47.82669;13.91470;0.07360;-0.00653
47.82669;13.11910;0.06340;0.00212
47.82669;12.35230;0.06480;0.00175
47.82669;11.53270;0.06990;-0.00269
47.82669;10.59370;0.06730;-0.00118
47.86072;18.14940;0.07270;-0.00327
47.86072;17.23040;0.07640;-0.00636
47.86072;16.68620;0.07470;-0.00440
47.86072;16.28780;0.07020;-0.00098
47.86072;15.57680;0.06870;-0.00143
47.89474;21.61230;0.07260;-0.00240
47.89474;20.89160;0.06940;-0.00085
47.89474;20.33410;0.06850;0.00058
47.89474;19.94120;0.06800;0.00110
47.89474;19.59330;0.06840;0.00056
47.89474;19.04070;0.07660;-0.00762
47.92877;23.75090;0.06850;0.00181
47.92877;23.35930;0.07210;-0.00126
47.92877;23.12690;0.06940;0.00207
47.92877;22.89860;0.07040;0.00169
47.92877;22.37040;0.07010;0.00176
47.96280;26.29070;0.07290;-0.00268
47.96280;25.98430;0.06890;0.00137
47.96280;25.73840;0.07270;-0.00218
47.96280;25.43410;0.07370;-0.00287
47.96280;24.95130;0.07020;0.00096
47.96280;24.36730;0.07030;0.00096
47.99683;28.52720;0.07500;-0.00233
47.99683;28.17540;0.07680;-0.00486
47.99683;27.70940;0.07150;-0.00046
47.99683;27.16700;0.07490;-0.00416
47.99683;26.67430;0.07660;-0.00613
48.03086;30.56440;0.07180;0.00196
48.03086;30.09960;0.07410;0.00000
48.03086;29.61470;0.07960;-0.00566
48.03086;29.16260;0.07540;-0.00181
48.03086;28.79620;0.07630;-0.00319
48.06489;32.81730;0.07750;-0.00031
48.06489;32.51160;0.07010;0.00675
48.06489;32.08270;0.07430;0.00230
48.06489;31.50610;0.07910;-0.00365
48.06489;31.04970;0.07380;-0.00005
48.06489;30.82870;0.07800;-0.00441
48.09891;34.78840;0.07940;0.00061
48.09891;34.39480;0.07800;0.00252
48.09891;33.93920;0.08700;-0.00683
48.09891;33.54540;0.07920;-0.00052
48.09891;33.13270;0.07870;-0.00105
48.13294;36.84230;0.08040;-0.00094
48.13294;36.50840;0.07970;-0.00052
48.13294;36.14910;0.07970;0.00078
48.13294;35.79520;0.07660;0.00544
48.13294;35.40640;0.09570;-0.01408
48.13294;35.09360;0.08020;0.00036
48.16697;38.58660;0.07670;0.00203
48.16697;38.28920;0.08030;-0.00156
48.16697;37.86580;0.08030;-0.00137
48.16697;37.60450;0.08340;-0.00412
48.16697;37.41090;0.07900;0.00055
48.16697;37.19710;0.08050;-0.00072
48.20100;39.81010;0.07990;0.00074
48.20100;39.42430;0.08030;-0.00051
48.20100;39.05950;0.08100;-0.00179
48.20100;38.85330;0.08460;-0.00571
48.20100;38.77840;0.08010;-0.00133
48.23503;40.71880;0.08450;-0.00179
48.23503;40.54550;0.08290;-0.00053
48.23503;40.31750;0.08550;-0.00356
48.23503;40.07710;0.08510;-0.00375
48.23503;39.97410;0.07950;0.00160
48.26906;41.99940;0.08630;-0.00194
48.26906;41.82730;0.08350;0.00054
48.26906;41.92090;0.08460;-0.00038
48.26906;41.91980;0.08400;0.00021
48.26906;41.53170;0.08520;-0.00143
48.26906;40.99200;0.08550;-0.00223
48.30309;43.76000;0.09170;-0.00442
48.30309;43.75750;0.08690;0.00037
48.30309;43.74520;0.08830;-0.00108
48.30309;43.32530;0.08330;0.00236
48.30309;42.66340;0.08670;-0.00119
48.33711;46.34530;0.08910;0.00056
48.33711;46.12000;0.08820;0.00134
48.33711;45.99400;0.09330;-0.00382
48.33711;45.61400;0.08870;0.00061
48.33711;44.88930;0.09370;-0.00441
48.33711;44.12440;0.09820;-0.00969
48.37114;49.29570;0.09620;-0.00281
48.37114;48.71820;0.09580;-0.00163
48.37114;48.39810;0.09420;0.00002
48.37114;48.14170;0.09180;0.00221
48.37114;47.68330;0.09830;-0.00514
48.37114;46.98250;0.09360;-0.00313
48.40517;52.13820;0.09490;0.00387
48.40517;51.64270;0.09650;0.00062
48.40517;51.18920;0.09850;-0.00207
48.40517;50.86460;0.09280;0.00327
48.40517;50.60330;0.09430;0.00153
48.40517;50.03970;0.10070;-0.00540
48.43920;54.87150;0.10660;-0.00544
48.43920;54.56510;0.10110;-0.00191
48.43920;54.03830;0.09530;0.00331
48.43920;53.44710;0.09820;0.00052
48.43920;52.92240;0.10250;-0.00339
48.43920;52.54420;0.10110;-0.00189
48.47323;56.85680;0.10460;0.00007
48.47323;56.44130;0.10660;-0.00267
48.47323;55.89110;0.09950;0.00354
48.47323;55.35790;0.10580;-0.00209
48.47323;55.05680;0.10640;-0.00405
48.50726;59.16400;0.11070;-0.00138
48.50726;58.63970;0.10960;-0.00299
48.50726;58.14070;0.10370;0.00043
48.50726;57.83680;0.10350;0.00035
48.50726;57.57270;0.10170;0.00190
48.50726;57.26930;0.10490;-0.00090
48.54129;61.18500;0.10960;0.00182
48.54129;60.89000;0.11190;-0.00095
48.54129;60.37310;0.10770;0.00269
48.54129;59.84710;0.11040;0.00018
48.54129;59.55770;0.11310;-0.00294
48.54129;59.43920;0.10740;0.00250
48.57531;62.90800;0.11400;0.00200
48.57531;62.66370;0.12170;-0.00637
48.57531;62.27050;0.11680;-0.00236
48.57531;61.89600;0.10720;0.00630
48.57531;61.61290;0.11590;-0.00326
48.57531;61.38210;0.11390;-0.00197
48.60934;64.51240;0.12680;-0.00358
48.60934;64.17630;0.11810;0.00336
48.60934;64.02210;0.12370;-0.00306
48.60934;63.81070;0.11840;0.00112
48.60934;63.55280;0.11600;0.00216
48.60934;63.19240;0.11810;-0.00117
48.64337;66.42310;0.12950;0.00352
48.64337;66.12030;0.12850;0.00336
48.64337;65.86770;0.13890;-0.00800
48.64337;65.53130;0.12990;-0.00083
48.64337;65.26700;0.12750;-0.00003
48.64337;64.88030;0.12810;-0.00285
48.67740;68.35750;0.14520;0.00463
48.67740;68.08920;0.14680;0.00156
48.67740;67.72350;0.14150;0.00523
48.67740;67.31460;0.14940;-0.00445
48.67740;67.03040;0.13890;0.00206
48.67740;66.64950;0.13010;0.00518
48.71143;70.21910;0.18320;-0.01905
48.71143;70.00300;0.16670;-0.00382
48.71143;69.75520;0.16360;-0.00218
48.71143;69.36920;0.15050;0.00782
48.71143;68.88460;0.15710;-0.00360
48.71143;68.60190;0.14520;0.00639
48.74546;72.56690;0.20280;-0.01551
48.74546;72.10300;0.20310;-0.02143
48.74546;71.71510;0.18660;-0.00910
48.74546;71.33590;0.17920;-0.00503
48.74546;70.96790;0.17450;-0.00357
48.74546;70.60350;0.17310;-0.00540
48.77949;74.96430;0.22450;-0.00886
48.77949;74.24110;0.22010;-0.02033
48.77949;73.63450;0.22210;-0.01942
48.77949;73.30780;0.20450;-0.00244
48.77949;73.24540;0.20650;-0.00570
48.77949;72.93270;0.21260;-0.01811
48.81351;76.23450;0.25490;-0.00586
48.81351;75.81380;0.23920;-0.00421
48.81351;75.50950;0.24610;-0.01847
48.81351;75.41320;0.23490;-0.00936
48.81351;75.29550;0.23130;-0.00830
48.84754;78.36200;0.41860;0.05157
48.84754;77.87930;0.39800;-0.01228
48.84754;77.62390;0.35810;-0.00494
48.84754;77.43480;0.34740;-0.01835
48.84754;77.28170;0.29900;0.01231
48.84754;76.78530;0.25320;0.02400
48.88157;79.68790;0.81250;-0.02417
48.88157;79.30780;0.77790;-0.08545
48.88157;79.05210;0.70460;-0.07744
48.88157;78.95970;0.69450;-0.09093
48.88157;78.91630;0.60630;-0.01381
48.88157;78.76400;0.54780;0.01076
48.91560;80.24880;0.90100;-0.04523
48.91560;80.25450;0.91660;-0.06018
48.91560;80.27630;0.92210;-0.06320
48.91560;80.18890;0.86810;-0.01914
48.91560;80.04430;0.84130;-0.00879
48.94963;81.21180;0.88700;-0.01752
48.94963;81.23660;0.87010;-0.00116
48.94963;81.35780;0.87980;-0.01389
48.94963;81.40300;0.86890;-0.00417
48.94963;81.06170;0.95790;-0.08515
48.94963;80.47950;0.92980;-0.04435
48.98366;82.08680;0.91250;-0.06507
48.98366;82.14380;0.85180;-0.00455
48.98366;82.24080;0.84360;0.00333
48.98366;81.97800;0.88400;-0.03386
48.98366;81.54200;0.88070;-0.01838
49.01769;83.17320;0.81220;0.01982
49.01769;83.20280;0.81450;0.01626
49.01769;83.04720;0.81420;0.02317
49.01769;82.68980;0.94490;-0.09955
49.01769;82.22930;0.90620;-0.05901
49.05171;84.47010;0.84310;-0.00514
49.05171;84.26490;0.84310;-0.01247
49.05171;83.96160;0.89320;-0.07341
49.05171;83.61600;0.80160;0.01119
49.05171;83.35110;0.79420;0.02989
49.05171;83.22590;0.80390;0.02554
49.08574;85.58690;0.87750;-0.08480
49.08574;85.27860;0.82770;-0.01464
49.08574;84.79000;0.83860;-0.01010
49.08574;84.55240;0.80810;0.02790
49.08574;84.52390;0.85530;-0.01840
49.11977;86.54910;0.69540;0.03042
49.11977;86.21960;0.81600;-0.06815
49.11977;85.81430;0.79650;-0.02074
49.11977;85.58660;0.79720;-0.00562
49.11977;85.55820;0.78970;0.00385
49.15380;87.83890;0.70510;-0.02429
49.15380;87.46050;0.72960;-0.04163
49.15380;87.34500;0.70580;-0.01551
49.15380;87.10750;0.73210;-0.03703
49.15380;86.95460;0.69580;0.00235
49.15380;86.71260;0.71150;0.00246
49.18783;88.81630;0.68850;-0.02421
49.18783;88.59050;0.66370;0.00505
49.18783;88.54140;0.68460;-0.01518
49.18783;88.52990;0.67820;-0.00862
49.18783;88.26020;0.71980;-0.04653
49.22186;89.98940;0.62130;0.01719
49.22186;89.87320;0.71120;-0.07030
49.22186;89.82380;0.67170;-0.02977
49.22186;89.65950;0.67440;-0.02906
49.22186;89.28410;0.73910;-0.08610
49.25588;91.29400;0.61090;-0.03435
49.25588;91.12600;0.58480;-0.00492
49.25588;91.09480;0.58970;-0.00855
49.25588;90.99020;0.56890;0.01857
49.25588;90.75940;0.61500;-0.01360
49.25588;90.31240;0.62590;0.00248
49.28991;92.34590;0.57890;-0.01588
49.28991;92.64480;0.57600;-0.01233
49.28991;92.69840;0.57880;-0.01501
49.28991;92.27120;0.57910;-0.01625
49.28991;91.66550;0.59220;-0.02426
49.32394;94.24700;0.52540;0.00281
49.32394;94.18990;0.54030;-0.00982
49.32394;94.03520;0.57570;-0.03909
49.32394;93.70910;0.57200;-0.02246
49.32394;93.10220;0.59500;-0.03647
49.32394;92.59310;0.57140;-0.00948
49.35797;95.60890;0.46280;0.00692
49.35797;95.69390;0.44440;0.02398
49.35797;95.56420;0.47240;-0.00198
49.35797;95.21660;0.50650;-0.02502
49.35797;94.77980;0.50500;-0.00186
49.35797;94.41870;0.52930;-0.00925
49.39200;97.00140;0.44840;-0.00496
49.39200;96.96660;0.42880;0.01534
49.39200;96.78040;0.46060;-0.01274
49.39200;96.36070;0.48570;-0.02946
49.39200;95.87320;0.49490;-0.03058
49.42603;98.69800;0.38640;0.02590
49.42603;98.28100;0.46100;-0.03057
49.42603;97.97650;0.51080;-0.06828
49.42603;97.71860;0.43480;0.00690
49.42603;97.40520;0.46130;-0.02059
49.42603;97.14190;0.49360;-0.05373
49.46006;100.28320;0.39080;-0.01323
49.46006;99.80700;0.38630;-0.00923
49.46006;99.18060;0.39610;-0.00144
49.46006;98.91670;0.38900;0.01349
49.46006;98.95190;0.39950;0.00195
49.46006;99.04310;0.41920;-0.02046
49.49408;101.81110;0.34860;0.01339
49.49408;101.73170;0.35970;0.00406
49.49408;101.12260;0.38740;-0.01493
49.49408;100.36400;0.38560;-0.00834
49.49408;100.10860;0.37380;0.00315
49.49408;100.31260;0.35940;0.01780
49.52811;104.44780;0.36540;-0.03515
49.52811;103.98910;0.35870;-0.02511
49.52811;103.36180;0.36000;-0.01908
49.52811;102.61770;0.37140;-0.02570
49.52811;102.00620;0.40020;-0.04322
49.52811;101.71000;0.38590;-0.02238
49.56214;107.98630;0.32390;-0.01778
49.56214;107.47960;0.33420;-0.02774
49.56214;106.85770;0.32860;-0.02023
